"id","name","applicability"
"acc_tag_413","413 - Usluge registracije prijevoznih sredstava i troškovi dozvola","accounts"
"acc_tag_414","414 - Usluge zakupa - lizinga","accounts"
"acc_tag_4149","4149 - Troškovi ostalih najmova","accounts"
"acc_tag_415","415 - Usluge promidžbe, sponzorstva i troškovi sajmova","accounts"
"acc_tag_416","416 - Intelektualne i osobne usluge","accounts"
"acc_tag_417","417 - Troškovi komunalnih i sličnih usluga","accounts"
"acc_tag_418","418 - Usluge reprezentacije - ugošćivanja","accounts"
"acc_tag_419","419 - Troškovi ostalih vanjskih usluga","accounts"
"acc_tag_42","42 - TROŠKOVI OSOBLJA - PLAĆE","accounts"
"acc_tag_420","420 - Neto plaće i nadoknade","accounts"
"acc_tag_421","421 - Troškovi poreza i prireza","accounts"
"acc_tag_422","422 - Troškovi doprinosa iz plaća","accounts"
"acc_tag_423","423 - Doprinosi na plaće","accounts"
"acc_tag_424","424 - Bruto plaće (privremeno v. napomenu pod 2)","accounts"
"acc_tag_43","43 - AMORTIZACIJA","accounts"
"acc_tag_430","430 - Amortizacija nematerijalne imovine","accounts"
"acc_tag_431","431 - Amortizacija materijalne imovine","accounts"
"acc_tag_432","432 - Amortizacija osobnih automobila i dr. sredstava za osobni prijevoz","accounts"
"acc_tag_433","433 - Amortizacija objekata i opreme uprave i prodaje","accounts"
"acc_tag_434","434 - Povećana amortizacija s temelja revalorizacije","accounts"
"acc_tag_435","435 - Amortizacija biološke imovine (vinogradi, voćnjaci, osnovno stado i sl.)","accounts"
"acc_tag_436","436 - Amortizacija iznad porezno dopuštene","accounts"
"acc_tag_44","44 - VRIJEDNOSNO USKLAĐENJE DUGOTRAJNE I KRATKOTRAJNE IMOVINE","accounts"
"acc_tag_440","440 - Vrijednosno usklađenje dugotrajne nematerijalne imovine (018)","accounts"
"acc_tag_441","441 - Vrijednosno usklađenje dugotrajne materijalne imovine","accounts"
"acc_tag_442","442 - Vrijednosno usklađenje dugotrajnih potraživanja (veza sa 078)","accounts"
"acc_tag_444","444 - Vrijednosno usklađenje depozita u bankama, mjenica, čekova i sl. (109 i dio 119)","accounts"
"acc_tag_445","445 - Vrijednosno usklađenje kratkotrajnih potraživanja","accounts"
"acc_tag_446","446 - Vrijednosno usklađenje zaliha (veza s 319, 329, 359 i 369)","accounts"
"acc_tag_447","447 - Vrijednosno usklađenje danih predujmova (veza s 379)","accounts"
"acc_tag_448","448 - Vrijednosno usklađenje potraživanja iz predstečajne nagodbe","accounts"
"acc_tag_45","45 - REZERVIRANJA (v. skupinu 28)","accounts"
"acc_tag_450","450 - Troškovi dugoročnog rezerviranja za rizike u jamstvenom (garancijskom) roku (čl. 11. st. 2. ZoPD-a)","accounts"
"acc_tag_451","451 - Troškovi dugoročnog rezerviranja za gubitke po započetim sudskim sporovima (čl. 11. st. 2. ZoPD-a)","accounts"
"acc_tag_452","452 - Troškovi dugoročnog rezerviranja za obnovu prirodnog bogatstva (čl. 11. st. 2. ZoPD-a)","accounts"
"acc_tag_453","453 - Troškovi dugoročnog rezerviranja za otpremnine (čl. 11. st. 2. ZoPD-a)","accounts"
"acc_tag_454","454 - Troškovi dugoroč. rez. za neiskorišteni godišnji odmor (čl. 11. st. 5. ZoPD-a i MRS 19) - vidi rač. 298","accounts"
"acc_tag_455","455 - Troškovi dugoročnog rezerviranja za restrukturiranje poduzeća (MRS 37, t. 72. i HSFI t. 16.22)","accounts"
"acc_tag_456","456 - Troškovi dugoročnog rezerviranja za mirovine i slične troškove - obveze (MRS 19)","accounts"
"acc_tag_457","457 - Troškovi rezerviranja po štetnim ugovorima (HSFI 16.21.)","accounts"
"acc_tag_459","459 - Troškovi ostalih dugoročnih rezerviranja i troškovi rizika","accounts"
"acc_tag_46","46 - OSTALI TROŠKOVI POSLOVANJA","accounts"
"acc_tag_460","460 - Dnevnice za službena putovanja i putni troškovi","accounts"
"acc_tag_461","461 - Nadoknade troškova, darovi i potpore","accounts"
"acc_tag_462","462 - Troškovi članova uprave","accounts"
"acc_tag_463","463 - Troškovi reprezentacije i promidžbe (interne)","accounts"
"acc_tag_464","464 - Premije osiguranja","accounts"
"acc_tag_465","465 - Bankovne usluge i troškovi platnog prometa","accounts"
"acc_tag_466","466 - Članarine, nadoknade i slična davanja","accounts"
"acc_tag_467","467 - Porezi koji ne ovise o dobitku i pristojbe","accounts"
"acc_tag_468","468 - Troškovi prava korištenja (osim najmova)","accounts"
"acc_tag_469","469 - Ostali troškovi poslovanja - nematerijalni","accounts"
"acc_tag_47","47 - FINANCIJSKI RASHODI","accounts"
"acc_tag_470","470 - Kamate od povezanih društava","accounts"
"acc_tag_471","471 - Tečajne razlike iz odnosa s povezanim društvima","accounts"
"acc_tag_472","472 - Ostali troškovi iz odnosa s povezanim poduzetnicima","accounts"
"acc_tag_473","473 - Kamate iz odnosa s nepovezanim društvima","accounts"
"acc_tag_474","474 - Zatezne kamate","accounts"
"acc_tag_475","475 - Tečajne razlike iz odnosa s nepovezanim društvima","accounts"
"acc_tag_476","476 - Gubitci iz ulaganja u dionice, udjele, obveznice i dr. vrijednosne papire (koji su prodani ispod troška nabave - čl. 10. ZoPD","accounts"
"acc_tag_477","477 - Troškovi diskonta i nagodbi","accounts"
"acc_tag_478","478 - Nerealizirani gubitci (rashodi) od financ. imovine","accounts"
"acc_tag_479","479 - Ostali financijski troškovi","accounts"
"acc_tag_48","48 - OSTALI POSLOVNI RASHODI","accounts"
"acc_tag_480","480 - Trošak naknadnih popusta, sniženja, reklamacija i troškovi uzoraka","accounts"
"acc_tag_481","481 - Otpisi vrijednosno neusklađenih potraživanja","accounts"
"acc_tag_482","482 - Rashodi - otpisi nematerijalne i materijalne imovine","accounts"
"acc_tag_483","483 - Manjkovi i provalne krađe na zalihama i drugim sredstvima","accounts"
"acc_tag_484","484 - Kazne, penali, nadoknade šteta i troškovi iz ugovora","accounts"
"acc_tag_485","485 - Naknadno utvrđeni troškovi poslovanja","accounts"
"acc_tag_486","486 - Darovanje do 2% od ukupnog prihoda","accounts"
"acc_tag_487","487 - Darovanja iznad 2% od UP i dr. darovanja","accounts"
"acc_tag_488","488 - Troškovi iz drugih aktivnosti (izvan osnovne djelatnosti)","accounts"
"acc_tag_489","489 - Ostali troškovi - rashodi (čl. 7. ZoPD-a)","accounts"
"acc_tag_49","49 - RASPORED TROŠKOVA","accounts"
"acc_tag_490","490 - Raspored troškova za obračun proizvoda i usluga (prema HSFI 10 i MRS-u 2 i MRS-u 11) - uskladištivi troškovi (na račune 60, 62 i 63)","accounts"
"acc_tag_491","491 - Raspored troškova za pokriće upravnih, administrativnih, prodajnih i drugih troškova (na račune 70 i 71)","accounts"
"acc_tag_6","6 - PROIZVODNJA, BIOLOŠKA IMOVINA, GOTOVI PROIZVODI, ROBA I DUGOTRAJNA IMOVINA NAMIJENJENA PRODAJI","accounts"
"acc_tag_60","60 - PROIZVODNJA - TROŠKOVI KONVERZIJE","accounts"
"acc_tag_600","600 - Proizvodnja u tijeku (razrada po serijama, nositeljima troškova, mjestima, pogonima, gradilištima, objektima, radnim nalozima i sl.)","accounts"
"acc_tag_601","601 - Vrijednost usluga (u tijeku ili nedovršenih na datum bilance - MRS 2, t. 16.)","accounts"
"acc_tag_602","602 - Vanjska proizvodnja (kooperacija i dr.)","accounts"
"acc_tag_605","605 - Proizvodnja u slobodnoj zoni","accounts"
"acc_tag_606","606 - Proizvodnja u doradi i manipulaciji","accounts"
"acc_tag_607","607 - Obustavljena proizvodnja","accounts"
"acc_tag_608","608 - Proizvodnja u tijeku iz ortačkog ugovora","accounts"
"acc_tag_609","609 - Vrijednosno usklađivanje proizvodnje - usluga","accounts"
"acc_tag_61","61 - NEDOVRŠENI PROIZVODI I POLUPROIZVODI","accounts"
"acc_tag_610","610 - Zalihe poluproizvoda (analitika prema osnovnim skupinama ili po stupnju dovršenosti)","accounts"
"acc_tag_611","611 - Nedovršeni proizvodi i poluproizvodi (analitika po vrstama proizvoda)","accounts"
"acc_tag_619","619 - Vrijednosno usklađivanje nedovršenih proizvoda i poluproizvoda","accounts"
"acc_tag_62","62 - BIOLOŠKA IMOVINA","accounts"
"acc_tag_620","620 - Zalihe biološke proizvodnje u toku","accounts"
"acc_tag_621","621 - Zaliha biloške imovine za prodaju","accounts"
"acc_tag_629","629 - Vrijednosno usklađivanje biloške imovine","accounts"
"acc_tag_63","63 - ZALIHE GOTOVIH PROIZVODA","accounts"
"acc_tag_630","630 - Gotovi proizvodi na skladištu (razrada za svako skladište a unutar toga po skupinama, tipovima, vrstama i sl. te poljoprivredni gotovi proizvodi)","accounts"
"acc_tag_631","631 - Gotovi proizvodi u javnom skladištu, silosu, i dr.","accounts"
"acc_tag_632","632 - Gotovi proizvodi dani u komisijsku prodaju","accounts"
"acc_tag_633","633 - Gotovi proizvodi dani u konsignacijsku prodaju","accounts"
"acc_tag_634","634 - Gotovi proizvodi u doradi, obradi i manipulaciji","accounts"
"acc_tag_635","635 - Gotovi proizvodi u slobodnoj zoni","accounts"
"acc_tag_636","636 - Zalihe nekurentnih proizvoda i otpadaka","accounts"
"acc_tag_637","637 - Gotovi proizvodi u izložbenim prostorima","accounts"
"acc_tag_638","638 - Gotovi proizvodi iz ortaštava","accounts"
"acc_tag_639","639 - Vrijednosno usklađivanje zaliha gotovih proizvoda","accounts"
"acc_tag_64","64 - GOTOVI PROIZVODI U VLASTITIM PRODAVAONICAMA","accounts"
"acc_tag_640","640 - Gotovi proizvodi u prodaji u vlastitim prodavaonicama (analitika po prodavaonicama)","accounts"
"acc_tag_641","641 - Uračunani PDV u vrijednosti proizvoda","accounts"
"acc_tag_642","642 - Uračunani porez na luksuz","accounts"
"acc_tag_648","648 - Uračunana marža u prodajnoj cijeni gotovih proizvoda","accounts"
"acc_tag_649","649 - Vrijednosno usklađivanje gotovih proizvoda u prodavaonicama","accounts"
"acc_tag_65","65 - OBRAČUN TROŠKOVA NABAVE ROBE - TROŠKOVI KUPNJE","accounts"
"acc_tag_650","650 - Kupovna cijena robe od dobavljača","accounts"
"acc_tag_651","651 - Ostali troškovi nabave u svezi s dovođenjem robe na zalihu","accounts"
"acc_tag_652","652 - Carina i druge uvozne pristojbe za robu","accounts"
"acc_tag_653","653 - Posebni porezi i trošarine (analitika)","accounts"
"acc_tag_659","659 - Obračun nabave - trošak kupnje","accounts"
"acc_tag_66","66 - ROBA","accounts"
"acc_tag_660","660 - Roba u skladištu","accounts"
"acc_tag_661","661 - Roba u tuđem skladištu i izlozima","accounts"
"acc_tag_662","662 - Roba dana u komisijsku ili konsignacijsku prodaju","accounts"
"acc_tag_663","663 - Roba u prodavaonicama","accounts"
"acc_tag_664","664 - Uračunani porezi u robi","accounts"
"acc_tag_665","665 - Roba u poreznom skladištu ili u slobodnoj zoni","accounts"
"acc_tag_666","666 - Roba u doradi, obradi i manipulaciji","accounts"
"acc_tag_667","667 - Roba na putu","accounts"
"acc_tag_668","668 - Uračunana razlika u cijeni robe","accounts"
"acc_tag_669","669 - Vrijednosno usklađivanje zaliha robe","accounts"
"acc_tag_67","67 - PREDUJMOVI ZA NABAVU ROBE","accounts"
"acc_tag_670","670 - Dani predujmovi za nabavu robe","accounts"
"acc_tag_671","671 - Dani predujmovi uvozniku za nabavu robe","accounts"
"acc_tag_672","672 - Dani predujmovi za robu povezanom društvu","accounts"
"acc_tag_673","673 - Dani predujmovi za nabavu bioloških proizvoda","accounts"
"acc_tag_679","679 - Vrijednosno usklađenje danih predujmova za robu","accounts"
"acc_tag_68","68 - NEKRETNINE I UMJETNINE ZA TRGOVANJE","accounts"
"acc_tag_680","680 - Nabavna vrijednost nekretnina za preprodaju (s porezom na promet)","accounts"
"acc_tag_681","681 - Troškovi dodatnog uređenja - dorade","accounts"
"acc_tag_682","682 - Umjetnine u prodaji","accounts"
"acc_tag_683","683 - Nekretnine za prodaju (uređene)","accounts"
"acc_tag_684","684 - Uračunani PDV u umjetnine","accounts"
"acc_tag_685","685 - Oldtimeri za trgovanje","accounts"
"acc_tag_687","687 - Predujmovi za kupnju nekretnina radi daljnje prodaje","accounts"
"acc_tag_688","688 - Uračunana razlika u cijeni nekretnina i umjetnina za daljnju prodaju","accounts"
"acc_tag_689","689 - Vrijednosno usklađivanje nekretnina i umjetnina u prometu i predujmova","accounts"
"acc_tag_69","69 - DUGOTRAJNA IMOVINA NAMIJENJENA PRODAJI","accounts"
"acc_tag_690","690 - Nematerijalna imovina namijenjena prodaji","accounts"
"acc_tag_691","691 - Materijalna imovina namijenjena za prodaju","accounts"
"acc_tag_699","699 - Vrijednosno usklađenje dugotrajne imovine namijenjena prodaji","accounts"
"acc_tag_7","7 - POKRIĆE RASHODA I PRIHODI RAZDOBLJA","accounts"
"acc_tag_70","70 - TROŠKOVI PRODANIH ZALIHA PROIZVODA I USLUGA","accounts"
"acc_tag_700","700 - Trošak zaliha prodanih proizvoda (60, 62, 63 i 64)","accounts"
"acc_tag_701","701 - Troškovi realiziranih usluga (490 i 601)","accounts"
"acc_tag_702","702 - Troškovi neiskorištenog kapaciteta (HSFI t. 10.18. i MRS 2 t. 13)","accounts"
"acc_tag_703","703 - Troškovi prodanih zaliha materijala i otpadaka (31, 32, 35 i 36)","accounts"
"acc_tag_704","704 - Rashodi zaliha proizvodnje (HSFI 10 i MRS 2)","accounts"
"acc_tag_705","705 - Greškom neiskazani rashodi proteklih razdoblja","accounts"
"acc_tag_706","706 - Gubitci iz ugovora o izgradnji (MRS 11, t. 36.)","accounts"
"acc_tag_707","707 - Troškovi iz ugovora o ortaštvu","accounts"
"acc_tag_708","708 - Troškovi vrijednosnog usklađenja proizvodnje u tijeku (609), poluproizvoda (629) i zaliha gotovih proizvoda (639 i 649)","accounts"
"acc_tag_71","71 - TROŠKOVI PRODANE ROBE","accounts"
"acc_tag_710","710 - Nabavna vrijednost prodane robe","accounts"
"acc_tag_711","711 - Nabavna vrijednost prodanih nekretnina i umjetnina","accounts"
"acc_tag_712","712 - Troškovi dugotr. imov. namijenjeni prodaji","accounts"
"acc_tag_713","713 - Troškovi kala, rastepa, kvara i loma na robi i otpisi robe","accounts"
"acc_tag_714","714 - Troškovi zamjene robe u jamstvenom roku","accounts"
"acc_tag_715","715 - Greškom neiskazani rashodi prodane robe u proteklim razdobljima u trgovini","accounts"
"acc_tag_718","718 - Troškovi vrijednosnog usklađenja trgovačke robe i predujmova (669, 679, 689)","accounts"
"acc_tag_719","719 - Troškovi vrijednosnog usklađenja dugotrajne imovine namijenjene prodaji (699)","accounts"
"acc_tag_72","72 - TROŠKOVI UPRAVE, ADMINISTRACIJE I OSTALI RASHODI","accounts"
"acc_tag_720","720 - Troškovi uprave, prodaje, administracije (491)","accounts"
"acc_tag_721","721 - Ostali poslovni rashodi - nespomenuti","accounts"
"acc_tag_73","73 - IZVANREDNI - OSTALI RASHODI","accounts"
"acc_tag_730","730 - Izvanredni rashodi od prodaje dugotrajne imovine (HSFI t. 8.35.)","accounts"
"acc_tag_731","731 - Izvanredni otpisi od otuđenja imovine koji su nastali neočekivano i u visokoj vrijednosti (HSFI t. 4.7. i MRS 10, t. 9.)","accounts"
"acc_tag_732","732 - Gubitci zbog izvlaštenja ili zbog prirodnih katastrofa na važnom dijelu imovine","accounts"
"acc_tag_733","733 - Izvanredni rashodi iz ostalih rijetkih i neobičnih događaja ili transakcija","accounts"
"acc_tag_734","734 - Izvanredne kazne, penali, odštete, naknadno utvrđ. obveze i sl.","accounts"
"acc_tag_735","735 - Nerealizirani gubitci","accounts"
"acc_tag_736","736 - Troškovi vraćene robe prodane u prethodnim god.","accounts"
"acc_tag_737","737 - Gubitci od procjene biološke imovine","accounts"
"acc_tag_738","738 - Gubitci od procjene poljoprivrednih proizvoda","accounts"
"acc_tag_74","74 - UDIO U GUBITKU I DOBITKU PRIDRUŽENIH PODUZETNIKA","accounts"
"acc_tag_740","740 - Udio u gubitku pridruženih poduzetnika","accounts"
"acc_tag_745","745 - Udio u dobitku od pridruženih poduzetnika","accounts"
"acc_tag_75","75 - PRIHODI OD PRODAJE PROIZVODA I USLUGA","accounts"
"acc_tag_750","750 - Prihodi od prodaje proizvoda (analitika po proizvodima ili profitnim centrima)","accounts"
"acc_tag_751","751 - Prihodi od prodaje usluga","accounts"
"acc_tag_752","752 - Prihodi od graditeljskih usluga - iz ugovora o izgradnji (građevina)","accounts"
"acc_tag_753","753 - Prihodi od prodaje dobara u inozemstvo","accounts"
"acc_tag_754","754 - Prihodi od prodaje usluga u inozemstvo","accounts"
"acc_tag_755","755 - Prihodi od prodaje dobara i usluga društvima u kojima postoje sudjelujući interesi (do 20% udjela)","accounts"
"acc_tag_756","756 - Prihodi od prodaje proizvoda i usluga ovisnim društvima (analitika po društvima)","accounts"
"acc_tag_757","757 - Prihodi od zakupa i najmova","accounts"
"acc_tag_758","758 - Prihodi iz ortaštva","accounts"
"acc_tag_759","759 - Ostali prihodi od ostale prodaje","accounts"
"acc_tag_76","76 - PRIHODI OD PRODAJE TRGOVAČKE ROBE","accounts"
"acc_tag_760","760 - Prihodi od prodaje robe","accounts"
"acc_tag_761","761 - Prihodi od prodaje robe u inozemstvu","accounts"
"acc_tag_762","762 - Prihodi od trgovačkih usluga","accounts"
"acc_tag_763","763 - Prihodi od prodaje nekurentne robe (robe u kvaru, oštećenju, demodirana i sl.)","accounts"
"acc_tag_764","764 - Prihodi od prodaje robe na kredit","accounts"
"acc_tag_765","765 - Prihodi od prodaje robe društvima u kojima postoje sudjelujući interesi (do 20% udjela)","accounts"
"acc_tag_766","766 - Prihodi od prodaje robe ovisnim društvima","accounts"
"acc_tag_767","767 - Prihodi od dane (prodane) robe u financijski lizing (najam)","accounts"
"acc_tag_768","768 - Prihodi od preprodaje nekretnina i umjetnina","accounts"
"acc_tag_769","769 - Ostali prihodi od prodaje roba i trgovačkih usluga","accounts"
"acc_tag_77","77 - FINANCIJSKI PRIHODI","accounts"
"acc_tag_770","770 - Kamate, tečajne razlike, dividende i sl. prihodi iz odnosa s povezanim poduzetnicima","accounts"
"acc_tag_771","771 - Prihodi od kamata","accounts"
"acc_tag_772","772 - Prihodi od tečajnih razlika","accounts"
"acc_tag_773","773 - Prihodi od dividende i dobitaka iz udjela","accounts"
"acc_tag_774","774 - Financijski prihodi od imovine","accounts"
"acc_tag_775","775 - Dio prihoda od pridruženih poduzetnika i sudjelujućih interesa","accounts"
"acc_tag_776","776 - Nerealizirani dobitci (prihodi) od financijske imovine","accounts"
"acc_tag_777","777 - Prihodi negativnog goodwilla","accounts"
"acc_tag_778","778 - Prihodi od financijskih naknada","accounts"
"acc_tag_779","779 - Ostali financijski prihodi","accounts"
"acc_tag_78","78 - OSTALI POSLOVNI I IZVANREDNI PRIHODI","accounts"
"acc_tag_780","780 - Prihodi od otpisa obveza i popusta","accounts"
"acc_tag_781","781 - Prihodi od rezidualnih imovinskih stavki, viškova i procjena","accounts"
"acc_tag_782","782 - Prihodi od ukidanja rezerviranja i naknadno naplaćeni prihodi","accounts"
"acc_tag_783","783 - Prihodi od refundac., dotacija, subvencija i nadoknada","accounts"
"acc_tag_784","784 - Prihodi od ukidanja gubitaka i revalorizacija","accounts"
"acc_tag_785","785 - Ostali poslovni prihodi","accounts"
"acc_tag_786","786 - Prihodi od državnih potpora (HSFI 15 i MRS 20)","accounts"
"acc_tag_787","787 - Dobitci od procjene poljoprivrednih proizvoda i biološke imovine (HSFI 17, t. 17.12 i MRS 41)","accounts"
"acc_tag_788","788 - Prihodi od uporabe vlastitih proizvoda","accounts"
"acc_tag_789","789 - Izvanredni - ostali prihodi (npr. veliki besplatni primitak, prihod koji nije proizašao iz redovitog poslovanja)","accounts"
"acc_tag_79","79 - RAZLIKA PRIHODA I RASHODA FINANCIJSKE GODINE","accounts"
"acc_tag_790","790 - Razlika prihoda i rashoda (iz cjelokupnog poslovanja)","accounts"
"acc_tag_8","8 - FINANCIJSKI REZULTAT POSLOVANJA","accounts"
"acc_tag_80","80 - DOBITAK ILI GUBITAK RAZDOBLJA","accounts"
"acc_tag_800","800 - Dobitak prije oporezivanja","accounts"
"acc_tag_801","801 - Gubitak prije oporezivanja","accounts"
"acc_tag_803","803 - Porez na dobitak (gubitak)","accounts"
"acc_tag_804","804 - Dobitak ili gubitak razdoblja","accounts"
"acc_tag_81","81 - DOBITAK ILI GUBITAK RAZDOBLJA KOJI PRIPADA DRUGIMA","accounts"
"acc_tag_810","810 - Dobitak pripisan imateljima kapitala matice","accounts"
"acc_tag_811","811 - Gubitak koji tereti imatelje kapitala matice","accounts"
"acc_tag_813","813 - Dobitak pripisan manjinskom interesu","accounts"
"acc_tag_814","814 - Gubitak koji tereti manjinski interes","accounts"
"acc_tag_9","9 - KAPITAL I PRIČUVE TE IZVANBILANČNI ZAPISI","accounts"
"acc_tag_90","90 - TEMELJNI - (UPISANI) KAPITAL","accounts"
"acc_tag_900","900 - Upisani temeljni kapital koji je plaćen","accounts"
"acc_tag_901","901 - Upisani temeljni kapital manjinskih članova","accounts"
"acc_tag_902","902 - Upisani kapital koji nije plaćen","accounts"
"acc_tag_903","903 - Kapital (ulozi) članova javnog trgovačkog društva","accounts"
"acc_tag_904","904 - Kapital (ulozi) komanditora komanditnog društva","accounts"
"acc_tag_905","905 - Državni kapital u udjelima","accounts"
"acc_tag_906","906 - Kapital članova zadruge","accounts"
"acc_tag_91","91 - KAPITALNE PRIČUVE","accounts"
"acc_tag_910","910 - Uplaćeni udjeli - dionice iznad svote temeljnog kapitala","accounts"
"acc_tag_911","911 - Kapitalne pričuve iz dodatnih uplata radi stjecanja posebnih prava u društvu (ili zamjenjivih obveznica)","accounts"
"acc_tag_912","912 - Kapitalne pričuve iz uplata dodatnih činidbi","accounts"
"acc_tag_913","913 - Kapitalne pričuve iz ostatka pri smanjenju temeljnog kapitala","accounts"
"acc_tag_914","914 - Kapitalne pričuve iz drugih izvora","accounts"
"acc_tag_915","915 - Kapitalni dobitak iz prodaje vlastitih udjela - dionica","accounts"
"acc_tag_916","916 - Kapitalni dobitak na prodane emitirane dionice","accounts"
"acc_tag_917","917 - Kapitalne pričuve iz ulaganja tajnog člana društva (čl. 148. ZTD-a)","accounts"
"acc_tag_919","919 - Kapital iz ulaganja obrtnika dobitaša","accounts"
"acc_tag_92","92 - PRIČUVE IZ DOBITKA","accounts"
"acc_tag_920","920 - Zakonske pričuve (u d.d.)","accounts"
"acc_tag_921","921 - Pričuve za vlastite dionice i udjele (čl. 233. i 406.a ZTD-a)","accounts"
"acc_tag_922","922 - Vlastite dionice i udjeli (odbitna- dugovna stavka)","accounts"
"acc_tag_923","923 - Statutarne pričuve","accounts"
"acc_tag_924","924 - Ostale pričuve","accounts"
"acc_tag_93","93 - REVALORIZACIJSKE PRIČUVE","accounts"
"acc_tag_930","930 - Revalorizacijske pričuve","accounts"
"acc_tag_931","931 - Revalorizacijske pričuve ranijih godina","accounts"
"acc_tag_932","932 - Pričuve iz tečajnih razlika od ulaganja u inozemno poslovanje (MRS 21, t. 39.)","accounts"
"acc_tag_933","933 - Dobitci/gubitci od udjela u kapitalu do prestanka priznavanja (MRS 1, t. 95. i MRS 39. 55.b)","accounts"
"acc_tag_934","934 - Dobitci/gubitci iz zaštite novčanog toka do reklasifikacije (MRS 1, t. 95. i MRS 39, t. 100.)","accounts"
"acc_tag_935","935 - Ostali akumulirani sveobuhvatni dobitci/gubitci - pričuve (MRS 1, t. 96.)","accounts"
"acc_tag_936","936 - Revaloriz. pričuve ulagatelja po metodi udjela","accounts"
"acc_tag_94","94 - ZADRŽANI DOBITAK ILI PRENESENI GUBITAK","accounts"
"acc_tag_940","940 - Zadržani dobitak (iz prethodnih godina)","accounts"
"acc_tag_941","941 - Preneseni gubitak (kumuliran u prethodnim godinama - analitika po članovima)","accounts"
"acc_tag_95","95 - DOBITAK ILI GUBITAK POSLOVNE GODINE","accounts"
"acc_tag_950","950 - Dobitak poslovne godine","accounts"
"acc_tag_951","951 - Gubitak poslovne godine (analitika po članovima)","accounts"
"acc_tag_96","96 - MANJINSKI INTERES","accounts"
"acc_tag_960","960 - Manjinski interes","accounts"
"acc_tag_99","99 - IZVANBILANČNI ZAPISI","accounts"
"acc_tag_990","990 - Imovina - materijalna u optjecaju","accounts"
"acc_tag_991","991 - Prava","accounts"
"acc_tag_992","992 - Vrijednosni papiri","accounts"
"acc_tag_993","993 - Vrijednosnice u manipulaciji","accounts"
"acc_tag_994","994 - Obračun dobitka investicijskog pothvata","accounts"
"acc_tag_995","995 - Izvori materijalne imovine","accounts"
"acc_tag_996","996 - Izvori prava","accounts"
"acc_tag_997","997 - Obveze za vrijednosne papire koji nisu stavljeni u optjecaj","accounts"
"acc_tag_998","998 - Obveze za izdane vrijednosnice u manipulaciji","accounts"
"acc_tag_999","999 - Obveze s osnove investicijskog pothvata","accounts"
