"id","code","name"
"l10n_hr_nkd_4638","4638","Trgovina na veliko ostalom hranom uključujući ribe, rakove i školjke"
"l10n_hr_nkd_4639","4639","Nespecijalizirana trgovina na veliko hranom, pićima i duhanskim proizvodima"
"l10n_hr_nkd_4641","4641","Trgovina na veliko tekstilom"
"l10n_hr_nkd_4642","4642","Trgovina na veliko odjećom i obućom"
"l10n_hr_nkd_4643","4643","Trgovina na veliko električnim aparatima za kućanstvo"
"l10n_hr_nkd_4644","4644","Trgovina na veliko porculanom, staklom i sredstvima za čišćenje"
"l10n_hr_nkd_4645","4645","Trgovina na veliko parfemima i kozmetikom"
"l10n_hr_nkd_4646","4646","Trgovina na veliko farmaceutskim proizvodima"
"l10n_hr_nkd_4647","4647","Trgovina na veliko namještajem, sagovima i opremom za rasvjetu"
"l10n_hr_nkd_4648","4648","Trgovina na veliko satovima i nakitom"
"l10n_hr_nkd_4649","4649","Trgovina na veliko ostalim proizvodima za kućanstvo"
"l10n_hr_nkd_4651","4651","Trgovina na veliko računalima, perifernom opremom i softverom"
"l10n_hr_nkd_4652","4652","Trgovina na veliko elektroničkim i telekomunikacijskim dijelovima i opremom"
"l10n_hr_nkd_4661","4661","Trgovina na veliko poljoprivrednim strojevima, opremom i priborom"
"l10n_hr_nkd_4662","4662","Trgovina na veliko alatnim strojevima"
"l10n_hr_nkd_4663","4663","Trgovina na veliko strojevima za rudnike i građevinarstvo"
"l10n_hr_nkd_4664","4664","Trgovina na veliko strojevima za tekstilnu industriju te strojevima za šivanje i pletenje"
"l10n_hr_nkd_4665","4665","Trgovina na veliko uredskim namještajem"
"l10n_hr_nkd_4666","4666","Trgovina na veliko ostalim uredskim strojevima i opremom"
"l10n_hr_nkd_4669","4669","Trgovina na veliko ostalim strojevima i opremom"
"l10n_hr_nkd_4671","4671","Trgovina na veliko krutim, tekućim i plinovitim gorivima i srodnim proizvodima"
"l10n_hr_nkd_4672","4672","Trgovina na veliko metalima i metalnim rudama"
"l10n_hr_nkd_4673","4673","Trgovina na veliko drvom, građevinskim materijalom i sanitarnom opremom"
"l10n_hr_nkd_4674","4674","Trgovina na veliko željeznom robom, instalacijskim materijalom i opremom za vodovod i grijanje"
"l10n_hr_nkd_4675","4675","Trgovina na veliko kemijskim proizvodima"
"l10n_hr_nkd_4676","4676","Trgovina na veliko ostalim poluproizvodima"
"l10n_hr_nkd_4677","4677","Trgovina na veliko ostacima i otpacima"
"l10n_hr_nkd_4690","4690","Nespecijalizirana trgovina na veliko "
"l10n_hr_nkd_4711","4711","Trgovina na malo u nespecijaliziranim prodavaonicama pretežno hranom, pićima i duhanskim proizvodima "
"l10n_hr_nkd_4719","4719","Ostala trgovina na malo u nespecijaliziranim prodavaonicama"
"l10n_hr_nkd_4721","4721","Trgovina na malo voćem i povrćem u specijaliziranim prodavaonicama"
"l10n_hr_nkd_4722","4722","Trgovina na malo mesom i mesnim proizvodima u specijaliziranim prodavaonicama"
"l10n_hr_nkd_4723","4723","Trgovina na malo ribama, rakovima i školjkama u specijaliziranim prodavaonicama"
"l10n_hr_nkd_4724","4724","Trgovina na malo kruhom, pecivom, kolačima, tjesteninama, bombonima i slatkišima u specijaliziranim prodavaonicama"
"l10n_hr_nkd_4725","4725","Trgovina na malo pićima u specijaliziranim prodavaonicama"
"l10n_hr_nkd_4726","4726","Trgovina na malo duhanskim proizvodima u specijaliziranim prodavaonicama"
"l10n_hr_nkd_4729","4729","Ostala trgovina na malo prehrambenim proizvodima u specijaliziranim prodavaonicama"
"l10n_hr_nkd_4730","4730","Trgovina na malo motornim gorivima i mazivima u specijaliziranim prodavaonicama"
"l10n_hr_nkd_4741","4741","Trgovina na malo računalima, perifernim jedinicama i softverom u specijaliziranim prodavaonicama"
"l10n_hr_nkd_4742","4742","Trgovina na malo telekomunikacijskom opremom u specijaliziranim prodavaonicama"
"l10n_hr_nkd_4743","4743","Trgovina na malo audio i videoopremom u specijaliziranim prodavaonicama"
"l10n_hr_nkd_4751","4751","Trgovina na malo tekstilom u specijaliziranim prodavaonicama"
"l10n_hr_nkd_4752","4752","Trgovina na malo željeznom robom, bojama i staklom u specijaliziranim prodavaonicama"
"l10n_hr_nkd_4753","4753","Trgovina na malo sagovima i prostiračima za pod, zidnim i podnim oblogama u specijaliziranim prodavaonicama"
"l10n_hr_nkd_4754","4754","Trgovina na malo električnim aparatima za kućanstvo u specijaliziranim prodavaonicama"
"l10n_hr_nkd_4759","4759","Trgovina na malo namještajem, opremom za rasvjetu i ostalim proizvodima za kućanstvo u specijaliziranim prodavaonicama"
"l10n_hr_nkd_4761","4761","Trgovina na malo knjigama u specijaliziranim prodavaonicama"
"l10n_hr_nkd_4762","4762","Trgovina na malo novinama, papirnatom robom i pisaćim priborom u specijaliziranim prodavaonicama"
"l10n_hr_nkd_4763","4763","Trgovina na malo glazbenim i videozapisima u specijaliziranim prodavaonicama"
"l10n_hr_nkd_4764","4764","Trgovina na malo sportskom opremom u specijaliziranim prodavaonicama"
"l10n_hr_nkd_4765","4765","Trgovina na malo igrama i igračkama u specijaliziranim prodavaonicama"
"l10n_hr_nkd_4771","4771","Trgovina na malo odjećom u specijaliziranim prodavaonicama"
"l10n_hr_nkd_4772","4772","Trgovina na malo obućom i proizvodima od kože "
"l10n_hr_nkd_4773","4773","Ljekarne "
"l10n_hr_nkd_4774","4774","Trgovina na malo medicinskim pripravcima i ortopedskim pomagalima u specijaliziranim prodavaonicama"
"l10n_hr_nkd_4775","4775","Trgovina na malo kozmetičkim i toaletnim proizvodima u specijaliziranim prodavaonicama"
"l10n_hr_nkd_4776","4776","Trgovina na malo cvijećem, sadnicama, sjemenjem, gnojivom, kućnim ljubimcima i hranom za kućne ljubimce u specijaliziranim prodavaonicama"
"l10n_hr_nkd_4777","4777","Trgovina na malo satovima i nakitom u specijaliziranim prodavaonicama"
"l10n_hr_nkd_4778","4778","Ostala trgovina na malo novom robom u specijaliziranim prodavaonicama"
"l10n_hr_nkd_4779","4779","Trgovina na malo rabljenom robom u specijaliziranim prodavaonicama"
"l10n_hr_nkd_4781","4781","Trgovina na malo hranom, pićima i duhanskim proizvodima na štandovima i tržnicama"
"l10n_hr_nkd_4782","4782","Trgovina na malo tekstilom, odjećom i obućom na štandovima i tržnicama"
"l10n_hr_nkd_4789","4789","Trgovina na malo ostalom robom na štandovima i tržnicama"
"l10n_hr_nkd_4791","4791","Trgovina na malo preko pošte ili interneta"
"l10n_hr_nkd_4799","4799","Ostala trgovina na malo izvan prodavaonica, štandova i tržnica"
"l10n_hr_nkd_4910","4910","Željeznički prijevoz putnika, međugradski"
"l10n_hr_nkd_4920","4920","Željeznički prijevoz robe"
"l10n_hr_nkd_4931","4931","Gradski i prigradski kopneni prijevoz putnika"
"l10n_hr_nkd_4932","4932","Taksi služba"
"l10n_hr_nkd_4939","4939","Ostali kopneni prijevoz putnika, d. n."
"l10n_hr_nkd_4941","4941","Cestovni prijevoz robe"
"l10n_hr_nkd_4942","4942","Usluge preseljenja"
"l10n_hr_nkd_4950","4950","Cjevovodni transport"
"l10n_hr_nkd_5010","5010","Pomorski i obalni prijevoz putnika"
"l10n_hr_nkd_5020","5020","Pomorski i obalni prijevoz robe"
"l10n_hr_nkd_5030","5030","Prijevoz putnika unutrašnjim vodenim putovima"
"l10n_hr_nkd_5040","5040","Prijevoz robe unutrašnjim vodenim putovima"
"l10n_hr_nkd_5110","5110","Zračni prijevoz putnika"
"l10n_hr_nkd_5121","5121","Zračni prijevoz robe"
"l10n_hr_nkd_5122","5122","Svemirski prijevoz"
"l10n_hr_nkd_5210","5210","Skladištenje robe"
"l10n_hr_nkd_5221","5221","Uslužne djelatnosti u vezi s kopnenim prijevozom"
"l10n_hr_nkd_5222","5222","Uslužne djelatnosti u vezi s vodenim prijevozom"
"l10n_hr_nkd_5223","5223","Uslužne djelatnosti u vezi sa zračnim prijevozom"
"l10n_hr_nkd_5224","5224","Prekrcaj tereta"
"l10n_hr_nkd_5229","5229","Ostale prateće djelatnosti u prijevozu"
"l10n_hr_nkd_5310","5310","Djelatnosti pružanja univerzalnih poštanskih usluga"
"l10n_hr_nkd_5320","5320","Djelatnosti pružanja ostalih poštanskih i kurirskih usluga"
"l10n_hr_nkd_5510","5510","Hoteli i sličan smještaj"
"l10n_hr_nkd_5520","5520","Odmarališta i slični objekti za kraći odmor"
"l10n_hr_nkd_5530","5530","Kampovi i prostori za kampiranje"
"l10n_hr_nkd_5590","5590","Ostali smještaj"
"l10n_hr_nkd_5610","5610","Djelatnosti restorana i ostalih objekata za pripremu i usluživanje hrane"
"l10n_hr_nkd_5621","5621","Djelatnosti keteringa"
"l10n_hr_nkd_5629","5629","Ostale djelatnosti pripreme i usluživanja hrane"
"l10n_hr_nkd_5630","5630","Djelatnosti pripreme i usluživanja pića"
"l10n_hr_nkd_5811","5811","Izdavanje knjiga"
"l10n_hr_nkd_5812","5812","Izdavanje imenika i popisa korisničkih adresa"
"l10n_hr_nkd_5813","5813","Izdavanje novina"
"l10n_hr_nkd_5814","5814","Izdavanje časopisa i periodičnih publikacija"
"l10n_hr_nkd_5819","5819","Ostala izdavačka djelatnost"
"l10n_hr_nkd_5821","5821","Izdavanje računalnih igara"
"l10n_hr_nkd_5829","5829","Izdavanje ostalog softvera"
"l10n_hr_nkd_5911","5911","Proizvodnja filmova, videofilmova i televizijskog programa"
"l10n_hr_nkd_5912","5912","Djelatnosti koje slijede nakon proizvodnje filmova, videofilmova i televizijskog programa"
"l10n_hr_nkd_5913","5913","Distribucija filmova, videofilmova i televizijskog programa"
"l10n_hr_nkd_5914","5914","Djelatnosti prikazivanja filmova"
"l10n_hr_nkd_5920","5920","Djelatnosti snimanja zvučnih zapisa i izdavanja glazbenih zapisa"
"l10n_hr_nkd_6010","6010","Emitiranje radijskog programa"
"l10n_hr_nkd_6020","6020","Emitiranje televizijskog programa"
"l10n_hr_nkd_6110","6110","Djelatnosti žičane telekomunikacije"
"l10n_hr_nkd_6120","6120","Djelatnosti bežične telekomunikacije"
"l10n_hr_nkd_6130","6130","Djelatnosti satelitske telekomunikacije"
"l10n_hr_nkd_6190","6190","Ostale telekomunikacijske djelatnosti"
"l10n_hr_nkd_6201","6201","Računalno programiranje"
"l10n_hr_nkd_6202","6202","Savjetovanje u vezi s računalima"
"l10n_hr_nkd_6203","6203","Upravljanje računalnom opremom i sustavom"
"l10n_hr_nkd_6209","6209","Ostale uslužne djelatnosti u vezi s informacijskom tehnologijom i računalima"
"l10n_hr_nkd_6311","6311","Obrada podataka, usluge poslužitelja i djelatnosti povezane s njima"
"l10n_hr_nkd_6312","6312","Internetski portali"
"l10n_hr_nkd_6391","6391","Djelatnosti novinskih agencija"
"l10n_hr_nkd_6399","6399","Ostale informacijske uslužne djelatnosti, d. n."
"l10n_hr_nkd_6411","6411","Središnje bankarstvo"
"l10n_hr_nkd_6419","6419","Ostalo novčarsko posredovanje"
"l10n_hr_nkd_6420","6420","Djelatnosti holding-društava"
"l10n_hr_nkd_6430","6430","Uzajamni fondovi (trustovi), ostali fondovi i slični financijski subjekti"
"l10n_hr_nkd_6491","6491","Financijski leasing"
"l10n_hr_nkd_6492","6492","Ostalo kreditno posredovanje"
"l10n_hr_nkd_6499","6499","Ostale financijske uslužne djelatnosti, osim osiguranja i mirovinskih fondova, d. n."
"l10n_hr_nkd_6511","6511","Životno osiguranje"
"l10n_hr_nkd_6512","6512","Ostalo osiguranje"
"l10n_hr_nkd_6520","6520","Reosiguranje"
"l10n_hr_nkd_6530","6530","Mirovinski fondovi"
"l10n_hr_nkd_6611","6611","Poslovanje financijskih tržišta"
"l10n_hr_nkd_6612","6612","Djelatnosti posredovanja u poslovanju vrijednosnim papirima i robnim ugovorima"
"l10n_hr_nkd_6619","6619","Ostale pomoćne djelatnosti kod financijskih usluga, osim osiguranja i mirovinskih fondova"
"l10n_hr_nkd_6621","6621","Procjena rizika i štete"
"l10n_hr_nkd_6622","6622","Djelatnosti agenata i posrednika osiguranja "
"l10n_hr_nkd_6629","6629","Ostale pomoćne djelatnosti u osiguranju i mirovinskim fondovima"
"l10n_hr_nkd_6630","6630","Djelatnosti upravljanja fondovima"
"l10n_hr_nkd_6810","6810","Kupnja i prodaja vlastitih nekretnina"
"l10n_hr_nkd_6820","6820","Iznajmljivanje i upravljanje vlastitim nekretninama ili nekretninama uzetim u zakup (leasing)"
"l10n_hr_nkd_6831","6831","Agencije za poslovanje nekretninama"
"l10n_hr_nkd_6832","6832","Upravljanje nekretninama uz naplatu ili na osnovi ugovora"
"l10n_hr_nkd_6910","6910","Pravne djelatnosti"
"l10n_hr_nkd_6920","6920","Računovodstvene, knjigovodstvene i revizijske djelatnosti; porezno savjetovanje"
"l10n_hr_nkd_7010","7010","Upravljačke djelatnosti"
"l10n_hr_nkd_7021","7021","Odnosi s javnošću i djelatnosti priopćivanja"
"l10n_hr_nkd_7022","7022","Savjetovanje u vezi s poslovanjem i ostalim upravljanjem"
"l10n_hr_nkd_7111","7111","Arhitektonske djelatnosti"
"l10n_hr_nkd_7112","7112","Inženjerstvo i s njim povezano tehničko savjetovanje"
"l10n_hr_nkd_7120","7120","Tehničko ispitivanje i analiza"
"l10n_hr_nkd_7211","7211","Istraživanje i eksperimentalni razvoj u biotehnologiji"
"l10n_hr_nkd_7219","7219","Ostalo istraživanje i eksperimentalni razvoj u prirodnim, tehničkim i tehnološkim znanostima"
"l10n_hr_nkd_7220","7220","Istraživanje i eksperimentalni razvoj u društvenim i humanističkim znanostima"
"l10n_hr_nkd_7311","7311","Agencije za promidžbu (reklamu i propagandu)"
"l10n_hr_nkd_7312","7312","Oglašavanje preko medija"
"l10n_hr_nkd_7320","7320","Istraživanje tržišta i ispitivanje javnoga mnijenja"
"l10n_hr_nkd_7410","7410","Specijalizirane dizajnerske djelatnosti"
"l10n_hr_nkd_7420","7420","Fotografske djelatnosti"
"l10n_hr_nkd_7430","7430","Prevoditeljske djelatnosti i usluge tumača"
"l10n_hr_nkd_7490","7490","Ostale stručne, znanstvene i tehničke djelatnosti, d. n."
"l10n_hr_nkd_7500","7500","Veterinarske djelatnosti"
"l10n_hr_nkd_7711","7711","Iznajmljivanje i davanje u zakup (leasing) automobila i motornih vozila lake kategorije"
"l10n_hr_nkd_7712","7712","Iznajmljivanje i davanje u zakup (leasing) kamiona "
"l10n_hr_nkd_7721","7721","Iznajmljivanje i davanje u zakup (lea­sing) opreme za rekreaciju i sport"
"l10n_hr_nkd_7722","7722","Iznajmljivanje videokaseta i diskova"
"l10n_hr_nkd_7729","7729","Iznajmljivanje i davanje u zakup (leasing) ostalih predmeta za osobnu uporabu i kućanstvo"
"l10n_hr_nkd_7731","7731","Iznajmljivanje i davanje u zakup (leasing) poljoprivrednih strojeva i opreme"
"l10n_hr_nkd_7732","7732","Iznajmljivanje i davanje u zakup (leasing) strojeva i opreme za građevinarstvo i inženjerstvo"
"l10n_hr_nkd_7733","7733","Iznajmljivanje i davanje u zakup (leasing) uredskih strojeva i opreme (uključujući računala)"
"l10n_hr_nkd_7734","7734","Iznajmljivanje i davanje u zakup (leasing) plovnih prijevoznih sredstava"
"l10n_hr_nkd_7735","7735","Iznajmljivanje i davanje u zakup (leasing) zračnih prijevoznih sredstava"
"l10n_hr_nkd_7739","7739","Iznajmljivanje i davanje u zakup (leasing) ostalih strojeva, opreme i materijalnih dobara, d. n."
"l10n_hr_nkd_7740","7740","Davanje u zakup (leasing) prava na uporabu intelektualnog vlasništva i sličnih proizvoda, osim radova koji su zaštićeni autorskim pravima"
"l10n_hr_nkd_7810","7810","Djelatnosti agencija za zapošljavanje"
"l10n_hr_nkd_7820","7820","Djelatnosti agencija za privremeno zapošljavanje"
"l10n_hr_nkd_7830","7830","Ostalo ustupanje ljudskih resursa"
"l10n_hr_nkd_7911","7911","Djelatnosti putničkih agencija"
"l10n_hr_nkd_7912","7912","Djelatnosti organizatora putovanja (turoperatora)"
"l10n_hr_nkd_7990","7990","Ostale rezervacijske usluge i djelatnosti povezane s njima"
"l10n_hr_nkd_8010","8010","Djelatnosti privatne zaštite"
"l10n_hr_nkd_8020","8020","Usluge zaštite uz pomoć sigurnosnih sustava"
"l10n_hr_nkd_8030","8030","Istražne djelatnosti"
"l10n_hr_nkd_8110","8110","Upravljanje zgradama"
"l10n_hr_nkd_8121","8121","Osnovno čišćenje zgrada"
"l10n_hr_nkd_8122","8122","Ostale djelatnosti čišćenja zgrada i objekata"
"l10n_hr_nkd_8129","8129","Ostale djelatnosti čišćenja"
"l10n_hr_nkd_8130","8130","Uslužne djelatnosti uređenja i održavanja krajolika"
"l10n_hr_nkd_8211","8211","Kombinirane uredske administrativne uslužne djelatnosti"
"l10n_hr_nkd_8219","8219","Fotokopiranje, priprema dokumenata i ostale specijalizirane uredske pomoćne djelatnosti"
"l10n_hr_nkd_8220","8220","Djelatnosti pozivnih centara"
"l10n_hr_nkd_8230","8230","Organizacija sastanaka i poslovnih sajmova"
"l10n_hr_nkd_8291","8291","Djelatnosti agencija za prikupljanje i naplatu računa te kreditnih ureda"
"l10n_hr_nkd_8292","8292","Djelatnosti pakiranja"
"l10n_hr_nkd_8299","8299","Ostale poslovne pomoćne uslužne djelatnosti, d. n."
"l10n_hr_nkd_8411","8411","Opće djelatnosti javne uprave"
"l10n_hr_nkd_8412","8412","Reguliranje djelatnosti subjekata koji pružaju zdravstvenu zaštitu, usluge u obrazovanju i kulturi i druge društvene usluge, osim obveznoga socijalnog osiguranja"
"l10n_hr_nkd_8413","8413","Reguliranje i poboljšavanje poslovanja u gospodarstvu"
"l10n_hr_nkd_8421","8421","Vanjski poslovi"
"l10n_hr_nkd_8422","8422","Poslovi obrane"
"l10n_hr_nkd_8423","8423","Sudske i pravosudne djelatnosti"
"l10n_hr_nkd_8424","8424","Poslovi javnog reda i sigurnosti"
"l10n_hr_nkd_8425","8425","Djelatnosti vatrogasne službe"
"l10n_hr_nkd_8430","8430","Djelatnosti obveznoga socijalnog osiguranja"
"l10n_hr_nkd_8510","8510","Predškolsko obrazovanje"
"l10n_hr_nkd_8520","8520","Osnovno obrazovanje"
"l10n_hr_nkd_8531","8531","Opće srednje obrazovanje"
"l10n_hr_nkd_8532","8532","Tehničko i strukovno srednje obrazovanje"
"l10n_hr_nkd_8541","8541","Obrazovanje nakon srednjeg koje nije visoko"
"l10n_hr_nkd_8542","8542","Visoko obrazovanje "
"l10n_hr_nkd_8551","8551","Obrazovanje i poučavanje u području sporta i rekreacije"
"l10n_hr_nkd_8552","8552","Obrazovanje i poučavanje u području kulture"
"l10n_hr_nkd_8553","8553","Djelatnosti vozačkih škola"
"l10n_hr_nkd_8559","8559","Ostalo obrazovanje i poučavanje, d. n."
"l10n_hr_nkd_8560","8560","Pomoćne uslužne djelatnosti u obrazovanju"
"l10n_hr_nkd_8610","8610","Djelatnosti bolnica"
"l10n_hr_nkd_8621","8621","Djelatnosti opće medicinske prakse"
"l10n_hr_nkd_8622","8622","Djelatnosti specijalističke medicinske prakse"
"l10n_hr_nkd_8623","8623","Djelatnosti stomatološke prakse"
"l10n_hr_nkd_8690","8690","Ostale djelatnosti zdravstvene zaštite"
"l10n_hr_nkd_8710","8710","Djelatnosti ustanova za njegu"
"l10n_hr_nkd_8720","8720","Djelatnosti socijalne skrbi sa smještajem za osobe s teškoćama u razvoju, duševno bolesne osobe i osobe ovisne o alkoholu, drogama ili drugim opojnim sredstvima "
"l10n_hr_nkd_8730","8730","Djelatnosti socijalne skrbi sa smještajem za starije osobe i osobe s invaliditetom"
"l10n_hr_nkd_8790","8790","Ostale djelatnosti socijalne skrbi sa smještajem"
"l10n_hr_nkd_8810","8810","Djelatnosti socijalne skrbi bez smještaja za starije osobe i osobe s invaliditetom"
"l10n_hr_nkd_8891","8891","Djelatnosti dnevne skrbi o djeci"
"l10n_hr_nkd_8899","8899","Ostale djelatnosti socijalne skrbi bez smještaja, d. n."
"l10n_hr_nkd_9001","9001","Izvođačka umjetnost"
"l10n_hr_nkd_9002","9002","Pomoćne djelatnosti u izvođačkoj umjetnosti"
"l10n_hr_nkd_9003","9003","Umjetničko stvaralaštvo"
"l10n_hr_nkd_9004","9004","Rad umjetničkih objekata"
"l10n_hr_nkd_9101","9101","Djelatnosti knjižnica i arhiva"
"l10n_hr_nkd_9102","9102","Djelatnosti muzeja"
"l10n_hr_nkd_9103","9103","Rad povijesnih mjesta i građevina te sličnih zanimljivosti za posjetitelje"
"l10n_hr_nkd_9104","9104","Djelatnosti botaničkih i zooloških vrtova i prirodnih rezervata"
"l10n_hr_nkd_9200","9200","Djelatnosti kockanja i klađenja"
"l10n_hr_nkd_9311","9311","Rad sportskih objekata"
"l10n_hr_nkd_9312","9312","Djelatnosti sportskih klubova"
"l10n_hr_nkd_9313","9313","Fitnes centri"
"l10n_hr_nkd_9319","9319","Ostale sportske djelatnosti"
"l10n_hr_nkd_9321","9321","Djelatnosti zabavnih i tematskih parkova"
"l10n_hr_nkd_9329","9329","Ostale zabavne i rekreacijske djelatnosti"
"l10n_hr_nkd_9411","9411","Djelatnosti poslovnih organizacija i organizacija poslodavaca"
"l10n_hr_nkd_9412","9412","Djelatnosti strukovnih članskih organizacija"
"l10n_hr_nkd_9420","9420","Djelatnosti sindikata"
"l10n_hr_nkd_9491","9491","Djelatnosti vjerskih organizacija"
"l10n_hr_nkd_9492","9492","Djelatnosti političkih organizacija"
"l10n_hr_nkd_9499","9499","Djelatnosti ostalih članskih organizacija, d. n."
"l10n_hr_nkd_9511","9511","Popravak računala i periferne opreme"
"l10n_hr_nkd_9512","9512","Popravak komunikacijske opreme"
"l10n_hr_nkd_9521","9521","Popravak elektroničkih uređaja za široku potrošnju"
"l10n_hr_nkd_9522","9522","Popravak aparata za kućanstvo te opreme za kuću i vrt"
"l10n_hr_nkd_9523","9523","Popravak obuće i proizvoda od kože"
"l10n_hr_nkd_9524","9524","Popravak namještaja i pokućstva"
"l10n_hr_nkd_9525","9525","Popravak satova i nakita"
"l10n_hr_nkd_9529","9529","Popravak ostalih predmeta za osobnu uporabu i kućanstvo "
"l10n_hr_nkd_9601","9601","Pranje i kemijsko čišćenje tekstila i krznenih proizvoda"
"l10n_hr_nkd_9602","9602","Frizerski saloni i saloni za uljepšavanje"
"l10n_hr_nkd_9603","9603","Pogrebne i srodne djelatnosti"
"l10n_hr_nkd_9604","9604","Djelatnosti za njegu i održavanje tijela"
"l10n_hr_nkd_9609","9609","Ostale osobne uslužne djelatnosti, d. n."
"l10n_hr_nkd_9700","9700","Djelatnosti kućanstava koja zapošljavaju poslugu"
"l10n_hr_nkd_9810","9810","Djelatnosti privatnih kućanstava koja proizvode različitu robu za vlastite potrebe"
"l10n_hr_nkd_9820","9820","Djelatnosti privatnih kućanstava koja obavljaju različite usluge za vlastite potrebe"
"l10n_hr_nkd_9900","9900","Djelatnosti izvanteritorijalnih organizacija i tijela"
